class	frame	xtl	ytl	xbr	ybr
5.20	2018-03-23_1352_right/000878	1798	841	1912	922
5.19	2018-03-23_1352_right/000879	545	734	652	842
5.20	2018-03-23_1352_right/000879	1300	944	1318	964
5.20	2018-03-23_1352_right/000881	1296	945	1318	966
5.19	2018-03-23_1352_right/000885	513	726	610	815
5.19	2018-03-23_1352_right/000887	480	714	582	812
5.20	2018-03-23_1352_right/000888	1883	842	2000	926
5.19	2018-03-23_1352_right/000889	465	708	561	812
5.19	2018-03-23_1352_right/000890	444	696	552	808
5.20	2018-03-23_1352_right/000891	1288	939	1306	957
5.20	2018-03-23_1352_right/000892	1283	938	1301	957
5.19	2018-03-23_1352_right/000893	411	688	512	797
5.20	2018-03-23_1352_right/000898	1957	794	2073	912
5.19	2018-03-23_1352_right/000899	1963	648	2073	762
5.19	2018-03-23_1352_right/000900	300	652	412	764
5.19	2018-03-23_1352_right/000900	1963	640	2092	765
5.19	2018-03-23_1352_right/000901	283	642	400	762
5.19	2018-03-23_1352_right/000903	240	628	382	767
5.20	2018-03-23_1352_right/000903	1256	929	1277	949
5.20	2018-03-23_1352_right/000904	1253	928	1275	950
5.20	2018-03-23_1352_right/000906	2035	772	2156	897
5.20	2018-03-23_1352_right/000907	1245	923	1267	946
5.19	2018-03-23_1352_right/000909	2056	585	2210	712
5.19	2018-03-23_1352_right/000910	97	577	224	704
5.19	2018-03-23_1352_right/000910	2075	582	2213	712
5.19	2018-03-23_1352_right/000911	72	565	217	715
5.19	2018-03-23_1352_right/000911	2081	577	2231	707
5.20	2018-03-23_1352_right/000911	1231	926	1258	950
5.19	2018-03-23_1352_right/000912	2097	566	2244	702
5.19	2018-03-23_1352_right/000913	13	558	161	694
5.20	2018-03-23_1352_right/000913	2118	728	2266	876
5.20	2018-03-23_1352_right/000913	1227	923	1253	947
5.19	2018-03-23_1352_right/000914	3	538	132	684
5.19	2018-03-23_1352_right/000915	4	542	111	681
5.19	2018-03-23_1352_right/000917	2168	523	2339	687
5.20	2018-03-23_1352_right/000917	2172	714	2334	871
5.20	2018-03-23_1352_right/000918	2175	702	2365	874
5.20	2018-03-23_1352_right/000918	1212	927	1237	950
5.20	2018-03-23_1352_right/000920	2221	686	2402	865
5.20	2018-03-23_1352_right/000924	1199	925	1224	948
5.20	2018-03-23_1352_right/000929	1201	931	1220	952
5.20	2018-03-23_1352_right/000942	1222	928	1248	950
5.20	2018-03-23_1352_right/000958	1250	966	1273	990
5.20	2018-03-23_1352_right/000963	1258	950	1281	971
5.20	2018-03-23_1352_right/000964	1260	931	1283	956
5.20	2018-03-23_1352_right/000965	1259	932	1284	958
5.20	2018-03-23_1352_right/000967	1262	918	1287	943
5.20	2018-03-23_1352_right/000968	1262	915	1290	940
5.20	2018-03-23_1352_right/000969	1266	915	1290	937
5.20	2018-03-23_1352_right/000970	1266	916	1293	941
5.20	2018-03-23_1352_right/000972	1266	900	1296	925
5.20	2018-03-23_1352_right/000973	1265	891	1294	916
5.20	2018-03-23_1352_right/000974	1267	881	1296	908
5.20	2018-03-23_1352_right/000975	1266	899	1294	925
5.20	2018-03-23_1352_right/000976	1269	901	1300	929
5.20	2018-03-23_1352_right/000977	1265	910	1291	934
5.20	2018-03-23_1352_right/000978	1267	907	1296	936
5.20	2018-03-23_1352_right/000979	1264	923	1293	950
5.20	2018-03-23_1352_right/000980	1266	929	1294	952
5.20	2018-03-23_1352_right/000983	1267	929	1297	953
5.20	2018-03-23_1352_right/000985	1263	923	1292	949
5.20	2018-03-23_1352_right/000986	1267	916	1295	943
5.20	2018-03-23_1352_right/000987	1264	920	1293	948
5.20	2018-03-23_1352_right/000989	1263	919	1292	947
5.20	2018-03-23_1352_right/000990	1261	912	1295	940
5.20	2018-03-23_1352_right/000992	1259	920	1289	948
5.20	2018-03-23_1352_right/000993	1262	914	1289	941
5.20	2018-03-23_1352_right/000994	1260	913	1287	941
5.20	2018-03-23_1352_right/000995	1261	912	1288	939
5.20	2018-03-23_1352_right/000996	1260	914	1289	942
5.20	2018-03-23_1352_right/000997	1259	914	1290	943
5.20	2018-03-23_1352_right/000998	1259	909	1286	935
5.20	2018-03-23_1352_right/001000	1256	914	1287	942
5.20	2018-03-23_1352_right/001001	1252	913	1283	943
5.20	2018-03-23_1352_right/001002	1251	912	1284	940
5.20	2018-03-23_1352_right/001004	1249	916	1281	946
5.20	2018-03-23_1352_right/001006	1245	912	1278	939
5.20	2018-03-23_1352_right/001008	1241	915	1274	945
5.20	2018-03-23_1352_right/001009	1243	916	1272	945
5.20	2018-03-23_1352_right/001010	1245	914	1274	942
5.20	2018-03-23_1352_right/001011	1243	917	1270	947
5.20	2018-03-23_1352_right/001012	1241	919	1269	948
5.20	2018-03-23_1352_right/001014	1236	918	1266	950
5.20	2018-03-23_1352_right/001015	1237	921	1270	951
5.20	2018-03-23_1352_right/001021	1227	926	1255	954
5.20	2018-03-23_1352_right/001022	1227	926	1254	954
5.20	2018-03-23_1352_right/001023	1227	927	1256	957
5.20	2018-03-23_1352_right/001024	1225	929	1257	959
5.20	2018-03-23_1352_right/001025	1225	928	1259	956
5.20	2018-03-23_1352_right/001026	1222	928	1255	959
5.20	2018-03-23_1352_right/001027	1223	929	1253	960
5.20	2018-03-23_1352_right/001028	1214	926	1246	960
5.20	2018-03-23_1352_right/001031	1211	927	1244	957
5.20	2018-03-23_1352_right/001032	1212	929	1240	958
5.20	2018-03-23_1352_right/001033	1209	925	1238	953
5.20	2018-03-23_1352_right/001034	1199	921	1239	957
5.20	2018-03-23_1352_right/001036	1188	917	1229	954
5.20	2018-03-23_1352_right/001037	1195	922	1222	951
5.20	2018-03-23_1352_right/001039	1180	915	1219	951
5.20	2018-03-23_1352_right/001040	1178	917	1210	950
5.20	2018-03-23_1352_right/001041	1178	917	1205	948
5.20	2018-03-23_1352_right/001042	1179	921	1206	947
5.20	2018-03-23_1352_right/001046	1161	912	1194	945
5.20	2018-03-23_1352_right/001047	1162	912	1195	944
5.20	2018-03-23_1352_right/001048	1160	915	1194	946
5.20	2018-03-23_1352_right/001049	1157	914	1192	943
5.20	2018-03-23_1352_right/001050	1156	911	1188	943
5.20	2018-03-23_1352_right/001051	1158	914	1187	944
5.20	2018-03-23_1352_right/001052	1159	915	1187	944
5.20	2018-03-23_1352_right/001053	1157	915	1188	945
5.20	2018-03-23_1352_right/001056	1146	913	1174	942
5.20	2018-03-23_1352_right/001059	1140	909	1175	944
5.20	2018-03-23_1352_right/001060	1136	908	1173	946
5.20	2018-03-23_1352_right/001061	1141	910	1174	944
5.20	2018-03-23_1352_right/001064	1135	914	1168	947
5.20	2018-03-23_1352_right/001065	1139	916	1172	948
5.20	2018-03-23_1352_right/001066	1126	914	1161	946
5.20	2018-03-23_1352_right/001067	1126	913	1162	946
5.20	2018-03-23_1352_right/001068	1130	916	1173	951
5.20	2018-03-23_1352_right/001070	1127	910	1166	949
5.20	2018-03-23_1352_right/001071	1127	913	1163	946
5.20	2018-03-23_1352_right/001072	1126	914	1162	947
5.20	2018-03-23_1352_right/001073	1127	907	1167	946
5.20	2018-03-23_1352_right/001074	1127	909	1164	945
5.20	2018-03-23_1352_right/001076	1135	914	1169	947
5.20	2018-03-23_1352_right/001077	1135	911	1168	946
5.20	2018-03-23_1352_right/001078	1137	911	1169	946
5.20	2018-03-23_1352_right/001079	1135	910	1167	946
5.20	2018-03-23_1352_right/001080	1127	899	1171	941
5.20	2018-03-23_1352_right/001082	1129	901	1172	937
5.20	2018-03-23_1352_right/001083	1128	898	1173	941
5.20	2018-03-23_1352_right/001084	1139	900	1176	938
5.20	2018-03-23_1352_right/001085	1137	900	1174	939
5.20	2018-03-23_1352_right/001086	1137	898	1176	938
5.20	2018-03-23_1352_right/001087	1138	898	1175	938
5.20	2018-03-23_1352_right/001088	1139	899	1177	938
5.20	2018-03-23_1352_right/001089	1141	900	1177	936
5.20	2018-03-23_1352_right/001090	1143	901	1180	935
5.20	2018-03-23_1352_right/001091	1143	899	1185	936
5.20	2018-03-23_1352_right/001092	1143	900	1185	939
5.20	2018-03-23_1352_right/001093	1142	898	1182	934
5.20	2018-03-23_1352_right/001094	1144	897	1182	934
5.20	2018-03-23_1352_right/001095	1146	899	1182	935
5.20	2018-03-23_1352_right/001096	1146	897	1184	932
5.20	2018-03-23_1352_right/001097	1147	896	1184	932
5.20	2018-03-23_1352_right/001098	1145	895	1186	932
5.20	2018-03-23_1352_right/001100	1156	896	1189	929
5.20	2018-03-23_1352_right/001101	1152	894	1190	931
5.20	2018-03-23_1352_right/001102	1155	895	1192	929
5.20	2018-03-23_1352_right/001103	1158	894	1193	929
5.20	2018-03-23_1352_right/001104	1155	894	1196	930
5.20	2018-03-23_1352_right/001105	1158	891	1199	927
5.20	2018-03-23_1352_right/001106	1159	891	1197	928
5.20	2018-03-23_1352_right/001107	1160	886	1200	926
5.20	2018-03-23_1352_right/001108	1160	888	1200	926
5.20	2018-03-23_1352_right/001109	1163	886	1201	923
5.20	2018-03-23_1352_right/001110	1159	885	1201	923
5.20	2018-03-23_1352_right/001111	1163	881	1205	923
5.20	2018-03-23_1352_right/001112	1164	881	1208	924
5.20	2018-03-23_1352_right/001113	1169	883	1206	921
5.20	2018-03-23_1352_right/001114	1170	885	1206	921
5.20	2018-03-23_1352_right/001115	1173	891	1206	918
5.20	2018-03-23_1352_right/001116	1175	889	1206	919
5.20	2018-03-23_1352_right/001117	1172	878	1212	919
5.20	2018-03-23_1352_right/001118	1172	879	1213	918
5.20	2018-03-23_1352_right/001119	1176	876	1215	917
5.20	2018-03-23_1352_right/001120	1175	874	1220	918
5.20	2018-03-23_1352_right/001121	1179	875	1226	918
5.20	2018-03-23_1352_right/001122	1181	874	1225	916
5.20	2018-03-23_1352_right/001123	1185	876	1228	918
5.20	2018-03-23_1352_right/001124	1189	878	1229	918
5.20	2018-03-23_1352_right/001125	1191	875	1232	914
5.20	2018-03-23_1352_right/001126	1194	874	1230	912
5.20	2018-03-23_1352_right/001127	1192	869	1237	913
5.20	2018-03-23_1352_right/001128	1195	871	1243	913
5.20	2018-03-23_1352_right/001129	1198	865	1242	910
5.20	2018-03-23_1352_right/001130	1203	868	1243	908
5.20	2018-03-23_1352_right/001131	1205	868	1246	908
5.20	2018-03-23_1352_right/001132	1206	866	1244	908
5.20	2018-03-23_1352_right/001133	1208	865	1250	910
5.20	2018-03-23_1352_right/001134	1212	865	1253	909
5.20	2018-03-23_1352_right/001135	1212	868	1257	912
5.20	2018-03-23_1352_right/001136	1215	863	1260	910
5.20	2018-03-23_1352_right/001137	1219	868	1263	911
5.20	2018-03-23_1352_right/001138	1216	857	1271	912
5.20	2018-03-23_1352_right/001139	1225	865	1267	911
5.20	2018-03-23_1352_right/001140	1227	869	1273	911
5.20	2018-03-23_1352_right/001141	1231	864	1276	910
5.20	2018-03-23_1352_right/001142	1230	868	1278	915
5.20	2018-03-23_1352_right/001143	1231	860	1279	915
5.20	2018-03-23_1352_right/001144	1230	862	1282	917
5.20	2018-03-23_1352_right/001145	1240	868	1283	914
5.20	2018-03-23_1352_right/001148	1239	856	1301	917
5.20	2018-03-23_1352_right/001149	1243	859	1305	914
5.20	2018-03-23_1352_right/001150	1256	866	1296	908
5.20	2018-03-23_1352_right/001151	1257	865	1304	916
5.20	2018-03-23_1352_right/001152	1264	865	1307	912
5.20	2018-03-23_1352_right/001153	1259	855	1316	911
5.20	2018-03-23_1352_right/001156	1276	868	1324	915
5.20	2018-03-23_1352_right/001157	1278	854	1333	905
5.20	2018-03-23_1352_right/001158	1285	861	1334	916
5.20	2018-03-23_1352_right/001159	1283	856	1336	908
5.20	2018-03-23_1352_right/001160	1287	863	1337	917
5.20	2018-03-23_1352_right/001163	1293	860	1349	917
5.20	2018-03-23_1352_right/001166	1272	856	1349	925
5.20	2018-03-23_1352_right/001167	1286	852	1364	919
5.20	2018-03-23_1352_right/001168	1286	858	1363	928
5.20	2018-03-23_1352_right/001169	1284	851	1365	919
5.20	2018-03-23_1352_right/001170	1286	857	1354	923
5.20	2018-03-23_1352_right/001171	1280	855	1358	925
5.20	2018-03-23_1352_right/001172	1279	854	1358	921
5.20	2018-03-23_1352_right/001173	1288	856	1359	925
5.20	2018-03-23_1352_right/001174	1287	858	1355	920
5.20	2018-03-23_1352_right/001175	1287	855	1355	918
5.20	2018-03-23_1352_right/001176	1289	854	1353	917
5.20	2018-03-23_1352_right/001177	1290	855	1356	922
5.20	2018-03-23_1352_right/001178	1300	856	1357	905
5.20	2018-03-23_1352_right/001183	1306	843	1376	911
5.20	2018-03-23_1352_right/001184	1304	839	1377	911
5.20	2018-03-23_1352_right/001186	1312	837	1380	907
5.20	2018-03-23_1352_right/001187	1308	829	1381	906
5.20	2018-03-23_1352_right/001188	1308	832	1383	909
5.20	2018-03-23_1352_right/001191	1307	824	1390	905
5.20	2018-03-23_1352_right/001193	1319	817	1402	899
5.20	2018-03-23_1352_right/001195	1340	832	1396	887
5.20	2018-03-23_1352_right/001196	1323	807	1415	895
5.20	2018-03-23_1352_right/001197	1341	827	1407	883
5.20	2018-03-23_1352_right/001199	1330	802	1418	892
5.20	2018-03-23_1352_right/001201	1357	828	1421	882
5.20	2018-03-23_1352_right/001204	1363	821	1425	878
5.20	2018-03-23_1352_right/001211	1361	794	1449	869
5.20	2018-03-23_1352_right/001212	1361	791	1453	866
5.20	2018-03-23_1352_right/001216	1382	789	1456	861
5.20	2018-03-23_1352_right/001217	1391	790	1460	853
5.20	2018-03-23_1352_right/001218	1391	786	1466	853
5.20	2018-03-23_1352_right/001220	1385	769	1488	857
5.20	2018-03-23_1352_right/001221	1386	759	1489	859
5.20	2018-03-23_1352_right/001222	1390	768	1488	849
5.20	2018-03-23_1352_right/001224	1405	763	1490	842
5.20	2018-03-23_1352_right/001226	1416	759	1507	837
5.20	2018-03-23_1352_right/001230	1437	754	1520	834
5.20	2018-03-23_1352_right/001231	1436	744	1531	833
5.20	2018-03-23_1352_right/001241	1473	718	1585	816
5.20	2018-03-23_1352_right/001248	1515	682	1635	792
5.20	2018-03-23_1352_right/001249	1517	658	1647	790
5.20	2018-03-23_1352_right/001250	1524	657	1653	787
5.20	2018-03-23_1352_right/001251	1535	648	1665	782
5.20	2018-03-23_1352_right/001252	1540	638	1680	776
5.20	2018-03-23_1352_right/001254	1562	631	1698	759
5.20	2018-03-23_1352_right/001255	1566	616	1721	755
5.20	2018-03-23_1352_right/001256	1577	606	1732	750
5.20	2018-03-23_1352_right/001258	1612	595	1751	738
5.20	2018-03-23_1352_right/001259	1612	582	1770	733
5.20	2018-03-23_1352_right/001260	1628	566	1796	726
5.20	2018-03-23_1352_right/001261	1624	557	1817	717
5.20	2018-03-23_1352_right/001262	1647	554	1829	711
5.20	2018-03-23_1352_right/001263	1670	543	1840	701
5.20	2018-03-23_1352_right/001264	1678	529	1872	696
5.20	2018-03-23_1352_right/001266	1698	488	1918	677
5.20	2018-03-23_1352_right/001267	1716	471	1933	668
5.20	2018-03-23_1352_right/001268	1730	472	1959	660
5.20	2018-03-23_1352_right/002345	71	889	109	933
5.20	2018-03-23_1352_right/002351	314	884	345	923
5.20	2018-03-23_1352_right/002359	575	887	604	924
5.20	2018-03-23_1352_right/002365	24	882	74	928
5.20	2018-03-23_1352_right/002368	85	881	141	931
5.20	2018-03-23_1352_right/002369	105	881	159	933
5.20	2018-03-23_1352_right/002370	121	881	177	934
5.20	2018-03-23_1352_right/002371	135	882	189	931
5.20	2018-03-23_1352_right/002372	149	880	202	929
5.20	2018-03-23_1352_right/002373	164	879	216	931
5.20	2018-03-23_1352_right/002374	178	876	228	929
5.20	2018-03-23_1352_right/002375	192	875	243	927
5.20	2018-03-23_1352_right/002375	884	884	920	916
5.20	2018-03-23_1352_right/002376	198	875	255	926
5.20	2018-03-23_1352_right/002376	898	875	940	915
5.20	2018-03-23_1352_right/002377	213	878	267	923
5.20	2018-03-23_1352_right/002377	912	874	947	915
5.20	2018-03-23_1352_right/002378	217	875	274	921
5.20	2018-03-23_1352_right/002378	927	876	964	913
5.20	2018-03-23_1352_right/002379	232	875	292	920
5.20	2018-03-23_1352_right/002379	937	871	976	913
5.20	2018-03-23_1352_right/002380	240	874	296	921
5.20	2018-03-23_1352_right/002380	954	875	988	910
5.20	2018-03-23_1352_right/002381	256	874	308	919
5.20	2018-03-23_1352_right/002381	966	871	998	909
5.20	2018-03-23_1352_right/002382	245	867	295	912
5.20	2018-03-23_1352_right/002383	274	864	322	913
5.20	2018-03-23_1352_right/002384	279	864	333	914
5.20	2018-03-23_1352_right/002385	287	862	340	912
5.20	2018-03-23_1352_right/002385	1010	864	1043	903
5.20	2018-03-23_1352_right/002386	293	859	348	911
5.20	2018-03-23_1352_right/002386	1017	858	1054	901
5.20	2018-03-23_1352_right/002387	296	859	358	911
5.20	2018-03-23_1352_right/002388	307	858	363	910
5.20	2018-03-23_1352_right/002389	314	858	367	908
5.20	2018-03-23_1352_right/002390	1059	860	1096	898
5.20	2018-03-23_1352_right/002391	311	859	363	911
5.20	2018-03-23_1352_right/002392	324	853	388	906
5.20	2018-03-23_1352_right/002393	327	852	398	907
5.20	2018-03-23_1352_right/002394	336	850	395	903
5.20	2018-03-23_1352_right/002395	342	850	401	901
5.20	2018-03-23_1352_right/002396	344	843	403	898
5.20	2018-03-23_1352_right/002397	348	844	406	897
5.20	2018-03-23_1352_right/002398	352	839	413	899
5.20	2018-03-23_1352_right/002398	1124	847	1162	888
5.20	2018-03-23_1352_right/002399	355	843	412	894
5.20	2018-03-23_1352_right/002400	358	839	416	894
5.20	2018-03-23_1352_right/002401	357	842	423	893
5.20	2018-03-23_1352_right/002402	361	839	422	892
5.20	2018-03-23_1352_right/002402	1153	834	1192	882
5.20	2018-03-23_1352_right/002403	365	838	427	890
5.20	2018-03-23_1352_right/002403	1170	837	1208	880
5.20	2018-03-23_1352_right/002404	366	835	432	889
5.20	2018-03-23_1352_right/002405	369	836	440	888
5.20	2018-03-23_1352_right/002405	1181	829	1221	878
5.20	2018-03-23_1352_right/002406	373	831	441	888
5.20	2018-03-23_1352_right/002407	376	832	441	887
5.20	2018-03-23_1352_right/002407	1202	835	1238	875
5.20	2018-03-23_1352_right/002408	379	829	449	886
5.20	2018-03-23_1352_right/002408	1210	834	1248	873
5.20	2018-03-23_1352_right/002409	385	830	447	886
5.20	2018-03-23_1352_right/002409	1215	837	1254	874
5.20	2018-03-23_1352_right/002410	387	827	455	886
5.20	2018-03-23_1352_right/002410	1228	838	1265	873
5.20	2018-03-23_1352_right/002411	1234	831	1272	874
5.20	2018-03-23_1352_right/002414	396	829	465	885
5.20	2018-03-23_1352_right/002415	397	829	467	886
5.20	2018-03-23_1352_right/002415	1264	829	1303	873
5.20	2018-03-23_1352_right/002416	399	831	474	886
5.20	2018-03-23_1352_right/002417	401	832	478	890
5.20	2018-03-23_1352_right/002417	1289	837	1326	874
5.20	2018-03-23_1352_right/002418	402	831	476	890
5.20	2018-03-23_1352_right/002418	1289	832	1330	873
5.20	2018-03-23_1352_right/002419	405	829	479	890
5.20	2018-03-23_1352_right/002420	405	829	481	886
5.20	2018-03-23_1352_right/002421	409	830	478	887
5.20	2018-03-23_1352_right/002422	406	825	485	884
5.20	2018-03-23_1352_right/002423	410	826	483	883
5.20	2018-03-23_1352_right/002424	408	827	485	884
5.20	2018-03-23_1352_right/002426	409	825	482	884
5.20	2018-03-23_1352_right/002427	404	822	477	882
5.20	2018-03-23_1352_right/002428	405	818	473	880
5.20	2018-03-23_1352_right/002431	393	810	467	872
5.20	2018-03-23_1352_right/002432	1389	801	1442	845
5.20	2018-03-23_1352_right/002433	1393	793	1444	850
5.20	2018-03-23_1352_right/002434	1401	787	1457	844
5.20	2018-03-23_1352_right/002435	1408	795	1459	844
5.20	2018-03-23_1352_right/002436	1410	788	1462	841
5.20	2018-03-23_1352_right/002437	1414	777	1471	845
5.20	2018-03-23_1352_right/002438	1418	767	1480	845
5.20	2018-03-23_1352_right/002439	1428	796	1474	844
5.20	2018-03-23_1352_right/002440	1419	751	1488	839
5.20	2018-03-23_1352_right/002442	313	784	398	861
5.20	2018-03-23_1352_right/002442	1432	747	1504	832
5.20	2018-03-23_1352_right/002443	302	778	387	859
5.20	2018-03-23_1352_right/002443	1428	736	1507	828
5.20	2018-03-23_1352_right/002444	293	780	380	858
5.20	2018-03-23_1352_right/002444	1438	752	1501	827
5.20	2018-03-23_1352_right/002445	1445	748	1509	825
5.20	2018-03-23_1352_right/002447	1445	731	1519	816
5.20	2018-03-23_1352_right/002451	1461	723	1540	813
5.20	2018-03-23_1352_right/002452	1468	721	1542	805
5.20	2018-03-23_1352_right/002453	1485	743	1551	803
5.20	2018-03-23_1352_right/002454	1480	737	1540	805
5.20	2018-03-23_1352_right/002455	1492	743	1543	803
5.20	2018-03-23_1352_right/002456	1488	740	1555	806
5.20	2018-03-23_1352_right/002457	1499	744	1560	803
5.20	2018-03-23_1352_right/002458	1510	736	1576	798
5.20	2018-03-23_1352_right/002459	1504	679	1584	792
5.20	2018-03-23_1352_right/002460	1509	688	1594	798
5.20	2018-03-23_1352_right/002461	1512	661	1603	780
5.20	2018-03-23_1352_right/002462	1522	672	1615	776
5.20	2018-03-23_1352_right/002463	1527	667	1621	768
5.20	2018-03-23_1352_right/002464	64	713	173	804
5.20	2018-03-23_1352_right/002469	1571	620	1676	744
5.20	2018-03-23_1352_right/002470	1582	624	1677	750
5.20	2018-03-23_1352_right/002471	1581	603	1711	744
5.20	2018-03-23_1352_right/002473	1605	584	1750	736
5.20	2018-03-23_1352_right/002474	1617	574	1738	729
5.20	2018-03-23_1352_right/002475	1627	560	1755	726
5.20	2018-03-23_1352_right/002476	1641	561	1777	727
5.20	2018-03-23_1352_right/002477	1639	540	1788	712
5.20	2018-03-23_1352_right/002478	1652	545	1797	701
5.20	2018-03-23_1352_right/002479	1670	546	1813	698
5.20	2018-03-23_1352_right/002480	1674	524	1839	702
