ytl	xtl	ybr	xbr	class	frame
760	1851	835	1890	2.4	2018-03-16_1424_left/000416
904	1648	947	1697	3.24	2018-03-16_1424_left/002209
793	1266	818	1288	5.19	2018-03-16_1424_left/000589
898	1694	955	1748	3.24	2018-03-16_1424_left/002221
540	373	596	430	5.19	2018-03-16_1424_left/000683
365	1468	446	1541	5.19	2018-03-16_1424_left/000683
831	2018	905	2083	5.19	2018-03-16_1424_left/000683
894	1	949	18	5.19	2018-03-16_1424_left/000683
719	1550	776	1595	2.4	2018-03-16_1424_left/000116
952	1412	968	1428	5.19	2018-03-16_1424_left/000833
795	1945	834	1976	3.24	2018-03-16_1424_left/000833
848	951	866	968	5.19	2018-03-16_1424_left/000833
970	825	984	838	5.19	2018-03-16_1424_left/000833
875	1581	916	1603	2.4	2018-03-16_1424_left/000375
792	1933	833	1964	3.24	2018-03-16_1424_left/000830
949	1405	964	1420	5.19	2018-03-16_1424_left/000830
736	734	767	766	5.19	2018-03-16_1424_left/000640
683	1349	721	1385	5.19	2018-03-16_1424_left/000640
939	498	966	526	5.19	2018-03-16_1424_left/000640
720	1611	789	1658	2.4	2018-03-16_1424_left/000118
946	650	968	671	5.19	2018-03-16_1424_left/000607
792	830	815	850	5.19	2018-03-16_1424_left/000607
758	1292	788	1315	5.19	2018-03-16_1424_left/000607
917	1890	1009	1963	3.24	2018-03-16_1424_left/000994
909	386	970	441	3.24	2018-03-16_1424_left/000129
708	1389	786	1429	2.4	2018-03-16_1424_left/000110
952	668	974	689	5.19	2018-03-16_1424_left/000877
943	1448	968	1473	5.19	2018-03-16_1424_left/000877
774	2095	818	2129	3.24	2018-03-16_1424_left/000877
778	1255	804	1280	5.19	2018-03-16_1424_left/000877
799	838	819	860	5.19	2018-03-16_1424_left/000877
1016	1614	1046	1635	2.1	2018-03-16_1424_left/000728
904	596	938	627	2.1	2018-03-16_1424_left/002099
938	1447	962	1472	5.19	2018-03-16_1424_left/000878
770	2096	814	2133	3.24	2018-03-16_1424_left/000878
950	662	969	683	5.19	2018-03-16_1424_left/000878
770	1250	797	1277	5.19	2018-03-16_1424_left/000878
928	1448	956	1478	5.19	2018-03-16_1424_left/000889
943	592	967	617	5.19	2018-03-16_1424_left/000889
751	2134	796	2175	3.24	2018-03-16_1424_left/000889
747	1236	775	1263	5.19	2018-03-16_1424_left/000889
785	820	810	842	5.19	2018-03-16_1424_left/000612
755	1299	781	1324	5.19	2018-03-16_1424_left/000612
944	635	965	657	5.19	2018-03-16_1424_left/000612
791	2081	898	2191	3.24	2018-03-16_1424_left/002248
758	2060	801	2094	3.24	2018-03-16_1424_left/000867
925	1440	946	1464	5.19	2018-03-16_1424_left/000867
942	717	962	735	5.19	2018-03-16_1424_left/000867
773	1260	798	1285	5.19	2018-03-16_1424_left/000867
795	873	817	895	5.19	2018-03-16_1424_left/000867
800	1738	871	1772	2.4	2018-03-16_1424_left/000405
876	1735	941	1799	3.24	2018-03-16_1424_left/002228
1017	1623	1040	1640	2.1	2018-03-16_1424_left/000731
912	1468	943	1500	5.19	2018-03-16_1424_left/000902
937	509	963	538	5.19	2018-03-16_1424_left/000902
746	717	772	743	5.19	2018-03-16_1424_left/000902
722	2203	772	2244	3.24	2018-03-16_1424_left/000902
708	1224	743	1260	5.19	2018-03-16_1424_left/000902
952	1406	968	1422	5.19	2018-03-16_1424_left/000829
851	955	870	974	5.19	2018-03-16_1424_left/000829
652	2311	795	2437	5.19	2018-03-16_1424_left/000984
739	1905	826	1946	2.4	2018-03-16_1424_left/000420
934	378	966	412	5.19	2018-03-16_1424_left/000920
901	1516	941	1558	5.19	2018-03-16_1424_left/000920
657	1222	700	1264	5.19	2018-03-16_1424_left/000920
710	623	743	658	5.19	2018-03-16_1424_left/000920
692	2310	748	2362	3.24	2018-03-16_1424_left/000920
968	1439	1001	1467	3.24	2018-03-16_1424_left/000920
918	1464	950	1496	5.19	2018-03-16_1424_left/000901
942	514	968	543	5.19	2018-03-16_1424_left/000901
716	1222	753	1257	5.19	2018-03-16_1424_left/000901
754	724	778	748	5.19	2018-03-16_1424_left/000901
726	2191	780	2238	3.24	2018-03-16_1424_left/000901
935	1489	960	1508	2.4	2018-03-16_1424_left/000344
886	1561	921	1584	2.4	2018-03-16_1424_left/000371
688	2422	789	2447	2.4	2018-03-16_1424_left/001643
902	1493	939	1532	5.19	2018-03-16_1424_left/000913
721	660	754	692	5.19	2018-03-16_1424_left/000913
674	1220	717	1260	5.19	2018-03-16_1424_left/000913
933	432	962	462	5.19	2018-03-16_1424_left/000913
700	2261	754	2316	3.24	2018-03-16_1424_left/000913
915	1462	946	1494	5.19	2018-03-16_1424_left/000900
715	1224	750	1256	5.19	2018-03-16_1424_left/000900
939	522	965	549	5.19	2018-03-16_1424_left/000900
752	729	776	753	5.19	2018-03-16_1424_left/000900
725	2179	778	2229	3.24	2018-03-16_1424_left/000900
831	378	1042	450	8.22	2018-03-16_1424_left/001836
821	1684	875	1717	2.4	2018-03-16_1424_left/000397
902	1490	937	1526	5.19	2018-03-16_1424_left/000911
725	670	756	702	5.19	2018-03-16_1424_left/000911
677	1221	719	1260	5.19	2018-03-16_1424_left/000911
933	445	959	475	5.19	2018-03-16_1424_left/000911
702	2244	756	2297	3.24	2018-03-16_1424_left/000911
767	798	795	824	5.19	2018-03-16_1424_left/000620
938	601	960	626	5.19	2018-03-16_1424_left/000620
733	1311	760	1338	5.19	2018-03-16_1424_left/000620
943	694	961	715	5.19	2018-03-16_1424_left/000872
930	1448	953	1471	5.19	2018-03-16_1424_left/000872
766	2083	812	2116	3.24	2018-03-16_1424_left/000872
772	1261	797	1287	5.19	2018-03-16_1424_left/000872
792	859	812	880	5.19	2018-03-16_1424_left/000872
903	1649	952	1704	3.24	2018-03-16_1424_left/002210
731	1224	792	1262	2.4	2018-03-16_1424_left/000103
905	1647	949	1697	3.24	2018-03-16_1424_left/002207
885	1601	921	1628	2.4	2018-03-16_1424_left/000381
897	1498	936	1534	5.19	2018-03-16_1424_left/000914
718	653	750	685	5.19	2018-03-16_1424_left/000914
669	1221	709	1258	5.19	2018-03-16_1424_left/000914
932	424	958	453	5.19	2018-03-16_1424_left/000914
697	2267	750	2315	3.24	2018-03-16_1424_left/000914
707	672	743	710	5.19	2018-03-16_1424_left/000652
634	1372	685	1417	5.19	2018-03-16_1424_left/000652
907	1701	952	1737	5.19	2018-03-16_1424_left/000652
930	643	962	669	2.1	2018-03-16_1424_left/002088
889	1564	923	1590	2.4	2018-03-16_1424_left/000372
926	1567	951	1584	4.1	2018-03-16_1424_left/000372
941	625	961	649	5.19	2018-03-16_1424_left/000614
746	1301	774	1328	5.19	2018-03-16_1424_left/000614
777	813	804	837	5.19	2018-03-16_1424_left/000614
932	1522	959	1545	5.20	2018-03-16_1424_left/000614
918	1634	952	1675	3.24	2018-03-16_1424_left/002199
931	1449	958	1475	5.19	2018-03-16_1424_left/000883
947	632	969	655	5.19	2018-03-16_1424_left/000883
785	810	807	833	5.19	2018-03-16_1424_left/000883
757	2115	807	2155	3.24	2018-03-16_1424_left/000883
759	1245	788	1273	5.19	2018-03-16_1424_left/000883
750	204	791	237	3.24	2018-03-16_1424_left/001151
883	6	925	45	3.24	2018-03-16_1424_left/002195
920	1634	959	1672	3.24	2018-03-16_1424_left/002195
917	1636	953	1677	3.24	2018-03-16_1424_left/002201
711	1503	787	1539	2.4	2018-03-16_1424_left/000114
836	1874	916	1957	3.24	2018-03-16_1424_left/002239
246	1256	332	1345	5.19	2018-03-16_1424_left/000969
458	147	522	206	5.19	2018-03-16_1424_left/000969
783	1917	864	2006	5.19	2018-03-16_1424_left/000969
942	1643	996	1691	3.24	2018-03-16_1424_left/000969
264	1255	346	1340	5.19	2018-03-16_1424_left/000968
784	1900	865	1985	5.19	2018-03-16_1424_left/000968
467	163	528	222	5.19	2018-03-16_1424_left/000968
940	1635	997	1683	3.24	2018-03-16_1424_left/000968
893	1704	954	1763	3.24	2018-03-16_1424_left/002224
714	1341	784	1375	2.4	2018-03-16_1424_left/000108
882	136	919	168	3.24	2018-03-16_1424_left/002188
923	1633	959	1668	3.24	2018-03-16_1424_left/002188
901	94	948	138	5.19	2018-03-16_1424_left/000947
598	425	645	474	5.19	2018-03-16_1424_left/000947
492	1234	547	1290	5.19	2018-03-16_1424_left/000947
840	1664	896	1721	5.19	2018-03-16_1424_left/000947
938	1523	982	1564	3.24	2018-03-16_1424_left/000947
940	1444	966	1475	5.19	2018-03-16_1424_left/000881
953	644	976	666	5.19	2018-03-16_1424_left/000881
768	2105	814	2142	3.24	2018-03-16_1424_left/000881
793	818	814	840	5.19	2018-03-16_1424_left/000881
769	1248	798	1274	5.19	2018-03-16_1424_left/000881
778	1870	835	1905	2.4	2018-03-16_1424_left/000417
834	1874	896	1899	4.1	2018-03-16_1424_left/000417
914	1916	1007	2003	3.24	2018-03-16_1424_left/000996
845	1839	927	1915	3.24	2018-03-16_1424_left/002237
958	1385	970	1399	5.19	2018-03-16_1424_left/000813
914	129	963	179	5.19	2018-03-16_1424_left/000674
609	489	656	539	5.19	2018-03-16_1424_left/000674
482	1429	545	1488	5.19	2018-03-16_1424_left/000674
867	1886	924	1929	5.19	2018-03-16_1424_left/000674
930	639	963	667	2.1	2018-03-16_1424_left/002089
950	743	967	762	5.19	2018-03-16_1424_left/000860
929	1434	949	1456	5.19	2018-03-16_1424_left/000860
763	2034	806	2068	3.24	2018-03-16_1424_left/000860
806	893	828	913	5.19	2018-03-16_1424_left/000860
395	1243	467	1315	5.19	2018-03-16_1424_left/000958
820	1763	886	1836	5.19	2018-03-16_1424_left/000958
541	311	594	364	5.19	2018-03-16_1424_left/000958
942	1576	990	1619	3.24	2018-03-16_1424_left/000958
899	1669	953	1727	3.24	2018-03-16_1424_left/002217
940	1430	956	1447	5.19	2018-03-16_1424_left/000850
788	2001	826	2037	3.24	2018-03-16_1424_left/000850
946	781	963	796	5.19	2018-03-16_1424_left/000850
782	2306	882	2413	5.19	2018-03-16_1424_left/000695
140	1552	252	1659	5.19	2018-03-16_1424_left/000695
422	148	495	221	5.19	2018-03-16_1424_left/000695
664	595	707	639	5.19	2018-03-16_1424_left/000663
572	1395	627	1445	5.19	2018-03-16_1424_left/000663
892	1778	939	1803	5.19	2018-03-16_1424_left/000663
903	808	931	829	3.24	2018-03-16_1424_left/002321
950	1407	965	1421	5.19	2018-03-16_1424_left/000831
844	951	863	970	5.19	2018-03-16_1424_left/000831
793	1937	832	1970	3.24	2018-03-16_1424_left/000831
933	534	958	562	5.19	2018-03-16_1424_left/000634
743	757	774	787	5.19	2018-03-16_1424_left/000634
700	1338	737	1371	5.19	2018-03-16_1424_left/000634
748	1877	829	1920	2.4	2018-03-16_1424_left/000418
969	2075	997	2099	2.1	2018-03-16_1424_left/000418
923	335	957	371	5.19	2018-03-16_1424_left/000925
888	1537	932	1580	5.19	2018-03-16_1424_left/000925
630	1223	676	1267	5.19	2018-03-16_1424_left/000925
689	594	723	628	5.19	2018-03-16_1424_left/000925
680	2354	735	2407	3.24	2018-03-16_1424_left/000925
960	1456	992	1482	3.24	2018-03-16_1424_left/000925
906	240	938	269	3.24	2018-03-16_1424_left/002181
650	559	695	606	5.19	2018-03-16_1424_left/000667
547	1405	603	1463	5.19	2018-03-16_1424_left/000667
887	1813	938	1839	5.19	2018-03-16_1424_left/000667
926	261	965	282	5.19	2018-03-16_1424_left/000667
732	417	817	496	4.2	2018-03-16_1424_left/001834
835	423	1017	480	8.22	2018-03-16_1424_left/001834
786	1962	822	1998	3.24	2018-03-16_1424_left/000838
942	1418	958	1436	5.19	2018-03-16_1424_left/000838
960	816	975	831	5.19	2018-03-16_1424_left/000838
877	1570	917	1593	2.4	2018-03-16_1424_left/000373
916	1571	946	1588	4.1	2018-03-16_1424_left/000373
726	1199	792	1239	2.4	2018-03-16_1424_left/000102
848	1969	914	2024	5.19	2018-03-16_1424_left/000680
564	413	623	470	5.19	2018-03-16_1424_left/000680
411	1451	490	1522	5.19	2018-03-16_1424_left/000680
900	23	955	73	5.19	2018-03-16_1424_left/000680
957	652	982	673	3.24	2018-03-16_1424_left/000680
45	1587	167	1710	5.19	2018-03-16_1424_left/000698
377	72	452	148	5.19	2018-03-16_1424_left/000698
900	213	936	245	3.24	2018-03-16_1424_left/002183
623	1377	672	1420	5.19	2018-03-16_1424_left/000655
698	655	737	691	5.19	2018-03-16_1424_left/000655
904	1547	938	1568	2.4	2018-03-16_1424_left/000367
620	1380	667	1424	5.19	2018-03-16_1424_left/000656
696	647	735	687	5.19	2018-03-16_1424_left/000656
910	1472	944	1506	5.19	2018-03-16_1424_left/000905
740	703	767	730	5.19	2018-03-16_1424_left/000905
935	488	963	516	5.19	2018-03-16_1424_left/000905
701	1222	737	1258	5.19	2018-03-16_1424_left/000905
938	570	964	595	5.19	2018-03-16_1424_left/000627
758	778	788	806	5.19	2018-03-16_1424_left/000627
720	1323	753	1352	5.19	2018-03-16_1424_left/000627
943	1416	959	1430	5.19	2018-03-16_1424_left/000835
785	1948	825	1982	3.24	2018-03-16_1424_left/000835
393	1457	471	1529	5.19	2018-03-16_1424_left/000681
895	6	948	54	5.19	2018-03-16_1424_left/000681
841	1984	911	2045	5.19	2018-03-16_1424_left/000681
553	399	610	458	5.19	2018-03-16_1424_left/000681
467	1430	535	1494	5.19	2018-03-16_1424_left/000675
908	113	958	163	5.19	2018-03-16_1424_left/000675
596	474	651	528	5.19	2018-03-16_1424_left/000675
863	1900	922	1942	5.19	2018-03-16_1424_left/000675
957	674	980	694	3.24	2018-03-16_1424_left/000675
779	275	811	291	3.24	2018-03-16_1424_left/002146
957	1533	980	1557	3.24	2018-03-16_1424_left/002146
904	1656	953	1704	3.24	2018-03-16_1424_left/002212
798	1265	821	1285	5.19	2018-03-16_1424_left/000584
933	359	966	395	5.19	2018-03-16_1424_left/000922
902	1524	942	1566	5.19	2018-03-16_1424_left/000922
705	611	739	646	5.19	2018-03-16_1424_left/000922
650	1223	692	1263	5.19	2018-03-16_1424_left/000922
693	2328	747	2379	3.24	2018-03-16_1424_left/000922
948	567	973	592	5.19	2018-03-16_1424_left/000628
728	1325	760	1356	5.19	2018-03-16_1424_left/000628
766	776	796	808	5.19	2018-03-16_1424_left/000628
939	1581	965	1599	5.19	2018-03-16_1424_left/000628
822	1691	876	1725	2.4	2018-03-16_1424_left/000398
193	1261	282	1357	5.19	2018-03-16_1424_left/000972
768	1973	857	2070	5.19	2018-03-16_1424_left/000972
432	90	499	155	5.19	2018-03-16_1424_left/000972
942	1658	1001	1715	3.24	2018-03-16_1424_left/000972
902	2059	1008	2154	3.24	2018-03-16_1424_left/001003
879	1575	917	1598	2.4	2018-03-16_1424_left/000374
918	207	959	247	5.19	2018-03-16_1424_left/000938
868	1602	917	1655	5.19	2018-03-16_1424_left/000938
647	506	686	545	5.19	2018-03-16_1424_left/000938
562	1232	613	1282	5.19	2018-03-16_1424_left/000938
952	1489	993	1525	3.24	2018-03-16_1424_left/000938
11	1268	118	1385	5.19	2018-03-16_1424_left/000979
704	2146	821	2259	5.19	2018-03-16_1424_left/000979
929	1721	996	1778	3.24	2018-03-16_1424_left/000979
900	79	953	130	5.19	2018-03-16_1424_left/000677
853	1926	916	1975	5.19	2018-03-16_1424_left/000677
443	1440	512	1503	5.19	2018-03-16_1424_left/000677
583	452	638	505	5.19	2018-03-16_1424_left/000677
952	664	971	681	5.19	2018-03-16_1424_left/000603
799	831	825	856	5.19	2018-03-16_1424_left/000603
772	1281	800	1305	5.19	2018-03-16_1424_left/000603
916	146	963	192	5.19	2018-03-16_1424_left/000673
615	499	662	550	5.19	2018-03-16_1424_left/000673
495	1425	557	1482	5.19	2018-03-16_1424_left/000673
871	1874	929	1911	5.19	2018-03-16_1424_left/000673
558	1401	615	1454	5.19	2018-03-16_1424_left/000665
658	578	702	620	5.19	2018-03-16_1424_left/000665
890	1795	937	1821	5.19	2018-03-16_1424_left/000665
877	694	904	717	3.24	2018-03-16_1424_left/002346
938	1459	967	1479	2.4	2018-03-16_1424_left/001525
890	1532	931	1572	5.19	2018-03-16_1424_left/000924
923	344	956	378	5.19	2018-03-16_1424_left/000924
691	599	728	638	5.19	2018-03-16_1424_left/000924
634	1224	679	1267	5.19	2018-03-16_1424_left/000924
960	1452	993	1480	3.24	2018-03-16_1424_left/000924
680	2343	737	2401	3.24	2018-03-16_1424_left/000924
406	1247	475	1311	5.19	2018-03-16_1424_left/000957
823	1754	889	1823	5.19	2018-03-16_1424_left/000957
547	323	599	375	5.19	2018-03-16_1424_left/000957
943	1572	990	1614	3.24	2018-03-16_1424_left/000957
887	151	923	181	3.24	2018-03-16_1424_left/002187
790	1304	818	1325	2.1	2018-03-16_1424_left/002455
829	1664	882	1691	2.4	2018-03-16_1424_left/000393
945	1422	962	1439	5.19	2018-03-16_1424_left/000841
958	809	974	823	5.19	2018-03-16_1424_left/000841
788	1972	830	2008	3.24	2018-03-16_1424_left/000841
653	2127	739	2187	2.4	2018-03-16_1424_left/000132
797	1266	821	1287	5.19	2018-03-16_1424_left/000586
929	1436	951	1459	5.19	2018-03-16_1424_left/000866
948	719	968	738	5.19	2018-03-16_1424_left/000866
763	2054	802	2089	3.24	2018-03-16_1424_left/000866
774	1257	802	1285	5.19	2018-03-16_1424_left/000866
776	1990	871	2025	2.4	2018-03-16_1424_left/001624
1016	1614	1044	1634	2.1	2018-03-16_1424_left/000729
759	776	788	805	5.19	2018-03-16_1424_left/000629
941	564	968	591	5.19	2018-03-16_1424_left/000629
721	1331	750	1361	5.19	2018-03-16_1424_left/000629
856	1783	931	1855	3.24	2018-03-16_1424_left/002233
937	1429	954	1447	5.19	2018-03-16_1424_left/000848
786	1995	825	2034	3.24	2018-03-16_1424_left/000848
62	1261	169	1375	5.19	2018-03-16_1424_left/000977
364	0	439	53	5.19	2018-03-16_1424_left/000977
725	2090	829	2201	5.19	2018-03-16_1424_left/000977
926	1700	995	1758	3.24	2018-03-16_1424_left/000977
900	1499	938	1538	5.19	2018-03-16_1424_left/000915
933	416	961	448	5.19	2018-03-16_1424_left/000915
669	1221	708	1260	5.19	2018-03-16_1424_left/000915
718	647	750	683	5.19	2018-03-16_1424_left/000915
695	2274	751	2324	3.24	2018-03-16_1424_left/000915
896	1574	942	1603	2.4	2018-03-16_1424_left/001563
929	1451	958	1482	5.19	2018-03-16_1424_left/000894
950	561	974	586	5.19	2018-03-16_1424_left/000894
747	2152	792	2195	3.24	2018-03-16_1424_left/000894
741	1230	771	1259	5.19	2018-03-16_1424_left/000894
771	752	797	780	5.19	2018-03-16_1424_left/000894
907	1645	952	1692	3.24	2018-03-16_1424_left/002206
721	1312	798	1351	2.4	2018-03-16_1424_left/000107
741	1893	834	1933	2.4	2018-03-16_1424_left/000419
993	676	1042	713	5.19	2018-03-16_1424_left/000468
929	636	963	663	2.1	2018-03-16_1424_left/002090
325	1482	409	1563	5.19	2018-03-16_1424_left/000686
517	325	575	385	5.19	2018-03-16_1424_left/000686
825	2074	902	2149	5.19	2018-03-16_1424_left/000686
736	746	769	778	5.19	2018-03-16_1424_left/000636
692	1339	730	1374	5.19	2018-03-16_1424_left/000636
932	520	957	547	5.19	2018-03-16_1424_left/000636
784	1764	863	1799	2.4	2018-03-16_1424_left/000408
911	614	943	640	2.1	2018-03-16_1424_left/002096
769	799	797	825	5.19	2018-03-16_1424_left/000619
939	604	961	629	5.19	2018-03-16_1424_left/000619
735	1309	763	1335	5.19	2018-03-16_1424_left/000619
927	1449	954	1476	5.19	2018-03-16_1424_left/000885
943	619	965	643	5.19	2018-03-16_1424_left/000885
751	2121	796	2159	3.24	2018-03-16_1424_left/000885
752	1242	781	1270	5.19	2018-03-16_1424_left/000885
778	800	799	821	5.19	2018-03-16_1424_left/000885
880	1709	942	1776	3.24	2018-03-16_1424_left/002225
900	201	933	226	3.24	2018-03-16_1424_left/002184
771	791	798	818	5.19	2018-03-16_1424_left/000623
945	590	970	612	5.19	2018-03-16_1424_left/000623
734	1317	763	1344	5.19	2018-03-16_1424_left/000623
934	1556	962	1578	5.20	2018-03-16_1424_left/000623
723	718	757	752	5.19	2018-03-16_1424_left/000643
666	1352	707	1388	5.19	2018-03-16_1424_left/000643
906	1659	949	1682	5.19	2018-03-16_1424_left/000643
924	1453	955	1483	5.19	2018-03-16_1424_left/000896
945	547	969	573	5.19	2018-03-16_1424_left/000896
765	743	790	769	5.19	2018-03-16_1424_left/000896
735	1227	764	1255	5.19	2018-03-16_1424_left/000896
742	2162	787	2203	3.24	2018-03-16_1424_left/000896
273	1502	363	1591	5.19	2018-03-16_1424_left/000689
488	271	553	336	5.19	2018-03-16_1424_left/000689
811	2142	896	2222	5.19	2018-03-16_1424_left/000689
905	23	956	72	5.19	2018-03-16_1424_left/000952
581	377	633	427	5.19	2018-03-16_1424_left/000952
464	1238	526	1301	5.19	2018-03-16_1424_left/000952
842	1705	904	1770	5.19	2018-03-16_1424_left/000952
950	1547	995	1588	3.24	2018-03-16_1424_left/000952
882	46	924	83	3.24	2018-03-16_1424_left/002193
918	1631	956	1671	3.24	2018-03-16_1424_left/002193
791	2411	818	2430	2.4	2018-03-16_1424_left/001559
896	1501	936	1543	5.19	2018-03-16_1424_left/000916
927	408	957	437	5.19	2018-03-16_1424_left/000916
711	644	743	677	5.19	2018-03-16_1424_left/000916
663	1223	705	1262	5.19	2018-03-16_1424_left/000916
694	2282	745	2330	3.24	2018-03-16_1424_left/000916
959	1431	992	1458	3.24	2018-03-16_1424_left/000916
897	1527	939	1571	5.19	2018-03-16_1424_left/000923
930	352	962	389	5.19	2018-03-16_1424_left/000923
643	1225	688	1265	5.19	2018-03-16_1424_left/000923
699	605	734	641	5.19	2018-03-16_1424_left/000923
686	2329	742	2388	3.24	2018-03-16_1424_left/000923
916	836	937	855	3.24	2018-03-16_1424_left/002308
234	1515	327	1611	5.19	2018-03-16_1424_left/000691
464	234	531	300	5.19	2018-03-16_1424_left/000691
802	2189	888	2280	5.19	2018-03-16_1424_left/000691
932	1437	953	1457	5.19	2018-03-16_1424_left/000862
766	2041	808	2075	3.24	2018-03-16_1424_left/000862
955	735	973	753	5.19	2018-03-16_1424_left/000862
788	1262	811	1284	5.19	2018-03-16_1424_left/000862
903	1491	939	1527	5.19	2018-03-16_1424_left/000912
677	1220	718	1258	5.19	2018-03-16_1424_left/000912
933	437	960	467	5.19	2018-03-16_1424_left/000912
725	663	756	694	5.19	2018-03-16_1424_left/000912
707	2255	758	2304	3.24	2018-03-16_1424_left/000912
851	1731	914	1763	2.4	2018-03-16_1424_left/001596
909	1547	938	1568	2.4	2018-03-16_1424_left/000366
585	389	637	439	5.19	2018-03-16_1424_left/000951
904	40	954	87	5.19	2018-03-16_1424_left/000951
